,id,full_text,created_at,favorite_count,retweet_count
206,1405659535101075459,RT @POTUS: Juneteenth is officially a federal holiday.,Thu Jun 17 22:52:03 +0000 2021,0,35060
207,1405584970186362884,It’s a big deal that the Affordable Care Act is here to stay. Reminder: You can sign up for health care at https://t.co/3CYKhP8ZoR—help us spread the word.,Thu Jun 17 17:55:46 +0000 2021,22384,3485
208,1405272580538306565,"We're on the right track. The American Rescue Plan laid a strong foundation for a new economy that brings everybody along, but it's just the first step. We must pass the American Jobs Plan to build an economy that works for everyone.",Wed Jun 16 21:14:26 +0000 2021,47997,5104
209,1404952202398076930,"RT @POTUS: Today we passed a grim milestone: 600,000 lives lost from COVID-19. My heart goes out to all those who’ve lost a loved one. I kn…",Wed Jun 16 00:01:22 +0000 2021,0,8844
210,1404912394401423366,"We’re seeing a coordinated attack on voting rights in this country. It’s Jim Crow in the 21st century, and it must end.

Congress must enact legislation to make it easier for all eligible Americans to access the ballot box and prevent attacks on the sacred right to vote.",Tue Jun 15 21:23:11 +0000 2021,75352,10906
211,1404865621389623296,"RT @POTUS: On this ninth anniversary of DACA, Dreamers deserve lasting stability in the only home they have ever known. Congress must find…",Tue Jun 15 18:17:19 +0000 2021,0,4115
212,1404592092475703297,"Democracy thrives when the infrastructure of democracy is strong; when people have the right to vote freely, fairly, and conveniently; when a free and independent press pursues the truth; when the law applies equally to everyone, regardless of who they are or what they look like.",Tue Jun 15 00:10:25 +0000 2021,57067,9539
213,1404550798059659271,RT @POTUS: The Transatlantic Alliance is the strong foundation on which our collective security and our shared prosperity are built. It’s a…,Mon Jun 14 21:26:20 +0000 2021,0,3113
214,1404230838619979784,"The pandemic exposed just how badly we need to invest in the foundation of our country, and in the working people of our country. That's why we proposed the American Jobs Plan—we need to make generational investments today to succeed tomorrow.",Mon Jun 14 00:14:55 +0000 2021,59429,6251
215,1404191506139918337,RT @POTUS: Honored to have met Her Majesty The Queen at Windsor Castle this afternoon. https://t.co/6GnDMpmQ7w,Sun Jun 13 21:38:38 +0000 2021,0,10675
216,1403777473800773635,"The COVID-19 vaccine is free, but lack of access to child care can be a barrier. That’s why four of our nation’s largest child care providers are offering free care for parents and caregivers getting vaccinated from now until July 4: https://t.co/nAUPgjxTWI",Sat Jun 12 18:13:25 +0000 2021,16490,2344
217,1403761926539251718,"RT @POTUS: Five years ago, we suffered the deadliest attack affecting the LGBTQ+ community in our history. Within minutes, Pulse Nightclub…",Sat Jun 12 17:11:38 +0000 2021,0,8637
218,1403431826035720196,RT @POTUS: Diplomacy is back. https://t.co/27D316PAqB,Fri Jun 11 19:19:56 +0000 2021,0,16270
219,1403092050292129796,"RT @POTUS: Today, I’m announcing that the United States will donate half a billion new Pfizer vaccines to 92 low- and lower middle-income c…",Thu Jun 10 20:49:47 +0000 2021,0,11121
220,1403037362670743559,"COVID-19 vaccines are free. Get vaccinated, folks.",Thu Jun 10 17:12:29 +0000 2021,166602,18876
221,1403021672735719429,"RT @POTUS: On my first foreign trip, we’re going to make it clear — the United States and the democracies of the world are standing togethe…",Thu Jun 10 16:10:08 +0000 2021,0,3331
222,1402700112292425736,"LGBTQ+ rights are human rights. As we celebrate this month, we won’t rest until full equality for LGBTQ+ Americans is finally achieved and codified into law. The Senate must pass the Equality Act.",Wed Jun 09 18:52:22 +0000 2021,90030,10088
223,1402620803154317315,RT @POTUS: I’m on my way to the U.K. and Europe today for the first foreign trip of my presidency. I know that democracies can rally togeth…,Wed Jun 09 13:37:13 +0000 2021,0,7602
224,1402391817065308168,"We said from the very beginning: there’s no chance for our economy to come back unless we beat the pandemic. And now, after more than a year of darkness, we’re emerging into the light.

Get your vaccine and do your part to help get our country back on track.",Tue Jun 08 22:27:19 +0000 2021,37484,3872
225,1402323753758085128,"RT @POTUS: Folks, the Delta variant — a highly infectious COVID-19 strain — is spreading rapidly among young people between 12 and 20 years…",Tue Jun 08 17:56:51 +0000 2021,0,20353
226,1401992264516308995,"The United States is the only industrialized country in the world with no national paid family leave policy. It’s a disgrace. 

We must pass the American Families Plan.",Mon Jun 07 19:59:38 +0000 2021,86164,8487
227,1401632881332699138,"In the competition for the 21st century, the future will be built right here in America.",Sun Jun 06 20:11:34 +0000 2021,44536,3857
228,1401579915577806849,"RT @POTUS: I met with survivors of the Tulsa Massacre this week to help fill the silence. Because in silence, wounds deepen. And, as painfu…",Sun Jun 06 16:41:06 +0000 2021,0,4378
229,1401310832882077696,We’re counting on you to get vaccinated: https://t.co/EwdQ2dFHwG.,Sat Jun 05 22:51:52 +0000 2021,34021,3614
230,1401243444127879170,RT @POTUS: Great news folks: we hit record-high health care enrollment. 31 million people now have coverage through the Affordable Care Act…,Sat Jun 05 18:24:05 +0000 2021,0,11761
231,1401231536423329793,"After decades of disinvestment, our roads, bridges, and water systems are crumbling.

We must pass the American Jobs Plan. Together, we will rebuild our country’s infrastructure and create millions of good-paying union jobs in the process.",Sat Jun 05 17:36:46 +0000 2021,33276,4499
232,1400956951559823363,"Now is the time to build on the foundation we've laid. Because while the progress we’ve made is undeniable, it is not assured. That's why we need the American Jobs Plan and the American Families Plan—let's make those investments today to be able to continue to succeed tomorrow.",Fri Jun 04 23:25:40 +0000 2021,23153,2525
233,1400913089164365831,Unemployment is at its lowest level since the pandemic started. Our plan is working. And we’re not going to let up now. https://t.co/wqkS8Sbs6U,Fri Jun 04 20:31:22 +0000 2021,16432,2094
234,1400814403566587918,"RT @POTUS: Today’s jobs report shows historic progress for American families and the American economy. We added 559,000 jobs in May, create…",Fri Jun 04 13:59:14 +0000 2021,0,5387
235,1400570532966420483,This is the United States of America. There's not a single thing beyond our capacity when we act together.,Thu Jun 03 21:50:11 +0000 2021,89258,7597
236,1400562637491126274,RT @POTUS: Unemployment claims are down 50% and 64% of adults are vaccinated since I took office. That’s progress. https://t.co/Ih9yrK5azD,Thu Jun 03 21:18:48 +0000 2021,0,6514
237,1400254337914449923,It’s going to take everyone working together to get 70% of adult Americans vaccinated. https://t.co/UIb8GlS8EU,Thu Jun 03 00:53:44 +0000 2021,14500,1804
238,1400198463955083268,What happened in Tulsa 100 years ago was not a riot—it was a massacre. https://t.co/V305EfjQLZ,Wed Jun 02 21:11:42 +0000 2021,13044,1815
239,1400196973542653952,"RT @POTUS: Today, we are announcing a month-long effort to get 70% of adult Americans vaccinated. It will take everyone doing their part so…",Wed Jun 02 21:05:47 +0000 2021,0,6283
240,1400145643881091072,Congratulations to Congresswoman-elect @MelanieforNM on your victory last night. Your grit and determination will help deliver real results for all New Mexicans. #NM01 is in good hands.,Wed Jun 02 17:41:49 +0000 2021,20474,2257
241,1399734647463071745,"RT @POTUS: 100 years ago, the thriving Black community of Greenwood in Tulsa, Oklahoma was ruthlessly attacked by a white supremacist mob—a…",Tue Jun 01 14:28:40 +0000 2021,0,12042
242,1399444224102305792,"RT @POTUS: On Memorial Day, we honor and reflect upon the courage, integrity, and selfless dedication of the members of our Armed Forces wh…",Mon May 31 19:14:38 +0000 2021,0,8884
243,1399370630039052292,RT @POTUS: Tune in as we honor our fallen heroes at the 153rd National Memorial Day Observance. https://t.co/p9DJ1LparL,Mon May 31 14:22:11 +0000 2021,0,3253
244,1398663242675806212,"Grassroots supporters made it possible for us to pass the American Rescue Plan and start getting our country back on track—but our work is far from over. Please consider chipping in to support Democrats running for office in 2021, 2022, and beyond.
https://t.co/XfbPPFvKr8",Sat May 29 15:31:17 +0000 2021,8584,1292
245,1398385137402843137,"Before we took office, the economy added back 60,000 jobs per month. It’s now adding back 500,000 jobs per month.

In fact, we've created 1.5 million jobs—more jobs than have ever been created in the first three months of any president in our nation's history.",Fri May 28 21:06:12 +0000 2021,65197,7281
246,1398335999349035012,"To put it simply, America's coming back. https://t.co/SYN7NZkH91",Fri May 28 17:50:56 +0000 2021,17462,1831
247,1398293173349277704,RT @POTUS: America is on the move again. We’ve turned the tide on a once-in-a-century pandemic and a once-in-a-generation economic crisis.…,Fri May 28 15:00:46 +0000 2021,0,2484
248,1398083579075350528,"This is our moment to rebuild an economy from the bottom up and the middle out—not trickle down.

This is our moment to rebuild an economy that rewards work, not just wealth.

This is our moment to rebuild an economy that works for the backbone of this country.",Fri May 28 01:07:55 +0000 2021,44035,4992
249,1398039819947741185,The Biden economic plan is working. https://t.co/boXNRUWEvi,Thu May 27 22:14:02 +0000 2021,16250,1850
250,1397980959723696137,RT @POTUS: Tune in as I deliver remarks on our economic progress and share my vision for the future. https://t.co/h5ULW6rjJ7,Thu May 27 18:20:08 +0000 2021,0,1142
251,1397694754528313350,"RT @POTUS: We are still awaiting many of the details of this latest mass shooting in San Jose, but there are some things we know for sure.…",Wed May 26 23:22:52 +0000 2021,0,7588
252,1397655816426119173,"Enjoyed meeting with Maria and Dreamers this month. Dreamers are Americans, and we are fighting for them. https://t.co/3Hfa0xNnFN",Wed May 26 20:48:08 +0000 2021,11240,1400
253,1397297809410433027,"Across the country, we have failed to properly invest in infrastructure for half a century. The American Jobs Plan will get millions of Americans good-paying union jobs repairing our country’s crumbling infrastructure.

It’s a blue-collar blueprint to rebuild America.",Tue May 25 21:05:32 +0000 2021,39712,4632
254,1397249167286841347,"RT @POTUS: It’s been one year since George Floyd was murdered. In that time, George’s family has shown extraordinary courage. Last month’s…",Tue May 25 17:52:15 +0000 2021,0,5174
255,1396938703109492741,"After meeting with experts and scientists, our administration has set an ambitious goal of having 70% of the U.S. adult population receive at least one dose of vaccine by July 4. 

It’s a big goal, but we are already doing a remarkable job—together, we’ll get through this.",Mon May 24 21:18:35 +0000 2021,38186,4071
256,1396886878045970434,"The American Rescue Plan is helping get us out of this crisis and back on track—but we can’t stop now. 

We must pass the American Jobs Plan to deliver millions of good-paying jobs.",Mon May 24 17:52:39 +0000 2021,36266,4232
257,1396849087845179394,"RT @POTUS: The recent attacks on the Jewish community are despicable, and they must stop. I condemn this hateful behavior at home and abroa…",Mon May 24 15:22:29 +0000 2021,0,10492
258,1396579064777953285,"More than 20,000 pharmacies coast to coast are now offering walk-in vaccinations with no appointment necessary. Find a location near you at https://t.co/EwdQ2dFHwG.",Sun May 23 21:29:30 +0000 2021,44021,6915
259,1396539256298954756,"RT @POTUS: Since we took office, hunger rates have dropped 43% among adults. They’re at their lowest rates since the start of the pandemic.…",Sun May 23 18:51:19 +0000 2021,0,8733
260,1396140096269824008,"The American Families Plan is a once-in-a-generation investment in the foundations of middle-class prosperity: education, health care, and child care.",Sat May 22 16:25:12 +0000 2021,30904,3396
261,1395772093422317579,"Folks, let’s beat this virus once and for all. 
🔍 Visit https://t.co/EwdQ2dFHwG
💬 Text your ZIP code to 438829
📞 Call 1 (800) 232-0233

Together, #WeCanDoThis.",Fri May 21 16:02:53 +0000 2021,15249,2627
262,1395499181226266625,"There are millions of Americans who, through no fault of their own, have been knocked flat on their back this past year. We’re determined to give them a fighting chance. That’s why we’ve been focused on vaccinating the nation and getting our economy running again.",Thu May 20 21:58:26 +0000 2021,41217,3828
263,1395469725493342210,"RT @POTUS: Incidents of hate against Asian Americans have seen a shocking spike over the last year. It’s wrong — and it’s un-American.
 
To…",Thu May 20 20:01:23 +0000 2021,0,4888
264,1395183696769077248,"Our country is moving in the right direction, but there’s still work to do to dig our way out of an economic collapse.

We must pass the American Jobs Plan to create millions of good-paying jobs rebuilding our country’s infrastructure.",Thu May 20 01:04:49 +0000 2021,37588,3904
265,1395125579284983810,"We’re counting on you to roll up your sleeve, get vaccinated, and work together to change the course of this pandemic. 

Go to https://t.co/EwdQ2dFHwG to find the nearest place you can get a COVID-19 vaccine.",Wed May 19 21:13:52 +0000 2021,13236,1636
266,1394792535923507200,Text your ZIP code to 438829 to find COVID-19 vaccination locations near you.,Tue May 18 23:10:29 +0000 2021,37464,6972
267,1394775653162098691,"RT @POTUS: Being at Ford’s Rouge Electric Vehicle Center today brought me home. For more than thirty years, my Dad managed car dealerships…",Tue May 18 22:03:24 +0000 2021,0,2445
268,1394674549703286791,"Help spread the word: From May 24 until July 4, Uber and Lyft will offer everyone in America free rides to and from COVID-19 vaccination sites.",Tue May 18 15:21:39 +0000 2021,149123,34017
269,1394459502011891712,"In the battle against the COVID-19 pandemic, our nation is going to be the arsenal of vaccines for the rest of the world. https://t.co/LwU7Olic2V",Tue May 18 01:07:07 +0000 2021,19319,2200
270,1394426550733443079,The light at the end of the tunnel is growing brighter every day. https://t.co/McB4q1bqX4,Mon May 17 22:56:11 +0000 2021,18261,1947
271,1394396502697680900,"RT @POTUS: On this International Day Against Homophobia, Transphobia, and Biphobia, the message from the United States is clear: everyone d…",Mon May 17 20:56:47 +0000 2021,0,9863
272,1393580530021588994,"RT @POTUS: I know folks have a lot of questions about COVID-19, the vaccines, and the latest mask guidance. So, we had the nation’s top exp…",Sat May 15 14:54:24 +0000 2021,0,3812
273,1393291157816365059,"RT @POTUS: This is our moment to build an economy that works for everyone — not just the super-wealthy and giant corporations. 
 
Let’s get…",Fri May 14 19:44:32 +0000 2021,0,6249
274,1392979240681881603,The CDC announced that they are no longer recommending that fully vaccinated people need to wear masks. https://t.co/pFhJEtBepq,Thu May 13 23:05:05 +0000 2021,17526,2671
275,1392958441807912962,"This was made possible by the extraordinary success we’ve had in vaccinating so many Americans, so quickly. https://t.co/gTwM6Tp7lF",Thu May 13 21:42:27 +0000 2021,24210,3138
276,1392935976125833226,"After a year of hard work and so much sacrifice, the rule is now simple: get vaccinated or wear a mask until you do.",Thu May 13 20:13:10 +0000 2021,163723,16632
277,1392934633814253573,Getting vaccinated is easier than ever. You can find a vaccine site near you by texting your ZIP code to 438829.,Thu May 13 20:07:50 +0000 2021,29441,5411
278,1392932580027248645,"Today is a great day for America in our long battle with COVID-19. 

Just a few hours ago, the CDC announced they are no longer recommending that fully vaccinated people need to wear masks.",Thu May 13 19:59:41 +0000 2021,54479,5934
279,1392907845578940419,"RT @WhiteHouse: Big news from the CDC: If you’re fully vaccinated, you do not need to wear a mask – indoors or outdoors, in most settings.…",Thu May 13 18:21:24 +0000 2021,0,22052
280,1392887195418120192,RT @POTUS: My Administration has mobilized a whole-of-government response to get more fuel quickly and safely to where it is needed and to…,Thu May 13 16:59:20 +0000 2021,0,2481
281,1392589979851841538,Getting a COVID-19 vaccine has never been easier. Go to https://t.co/EwdQ2dFHwG to find a location near you.,Wed May 12 21:18:18 +0000 2021,27342,3469
282,1392584115619303425,"RT @POTUS: Tomorrow we will cross 250 million vaccine shots administered since we took office. 

It’s a truly remarkable achievement for th…",Wed May 12 20:55:00 +0000 2021,0,8781
283,1392226915973488642,"We’re vaccinating the nation. We’re creating hundreds of thousands of jobs. We’re delivering real results people can see and feel in their own lives.
  
That’s the essence of America. That’s democracy in action.",Tue May 11 21:15:37 +0000 2021,68749,6225
284,1392184052128657414,RT @POTUS: We’re working hard to ensure transportation is less of a barrier when it comes to getting a COVID-19 vaccine. And I’m excited to…,Tue May 11 18:25:18 +0000 2021,0,7738
285,1391796788055711753,"The American Families Plan addresses four of the biggest challenges facing American families:
✅Access to a good education, including universal Pre-K
✅Quality, affordable child care
✅Up to 12 weeks of paid family and medical leave
✅Money directly into the pockets of families",Mon May 10 16:46:27 +0000 2021,19683,2483
286,1391501156183068678,RT @POTUS: This has been an extraordinarily tough year for moms across this country. To all the moms who have carried us through this pande…,Sun May 09 21:11:43 +0000 2021,0,10316
287,1391422726389309447,"To moms everywhere, wishing you a safe and happy Mother’s Day. 

Share your favorite quote from your mother below. https://t.co/6gZ1siDh5y",Sun May 09 16:00:04 +0000 2021,28961,2701
288,1391058805509742599,Nearly 90% of the infrastructure jobs created in the American Jobs Plan don't require a college degree. It’s a blue-collar blueprint to build America.,Sat May 08 15:53:58 +0000 2021,72206,8050
289,1391036614361616389,RT @POTUS: I am proud of the people I go to work with at the White House every day — but my pride can’t hold a candle to that of their moth…,Sat May 08 14:25:47 +0000 2021,0,4267
290,1390763244713922561,"Since the beginning of our administration, the economy has added more than 1.5 million jobs. 

We’ve still got work to do, but America is moving in the right direction. https://t.co/B0bNPXNSKe",Fri May 07 20:19:31 +0000 2021,15124,2022
291,1390698029376843789,RT @POTUS: Tune in as I discuss the April jobs report. https://t.co/BUZiB5w1gj,Fri May 07 16:00:22 +0000 2021,0,1116
292,1390345049716805632,RT @WhiteHouse: This week we launched the Restaurant Revitalization Fund to provide direct relief to restaurants and other hard-hit food es…,Thu May 06 16:37:45 +0000 2021,0,1636
293,1390016508559077380,"RT @POTUS: If we want our economy to recover in a way that deals everyone in, then our restaurants need a seat at the table — with the Amer…",Wed May 05 18:52:15 +0000 2021,0,4166
294,1389656643852451847,RT @POTUS: Our goal by July 4th is to have 70% of adult Americans with at least one shot — and 160 million Americans fully vaccinated. It’s…,Tue May 04 19:02:17 +0000 2021,0,8356
295,1389328881652572166,"Georgia, when you sent @Ossoff and @ReverendWarnock to the Senate, you made history. Thank you. https://t.co/47KY4Tm9hv",Mon May 03 21:19:52 +0000 2021,55649,4686
296,1389212356736126976,RT @POTUS: Teachers are an extraordinary force for good in our nation — I’m lucky enough to be married to one and have seen firsthand how h…,Mon May 03 13:36:50 +0000 2021,0,6914
297,1388957075703803906,"America is on the move again. 

We are choosing hope over fear. 
Truth over lies. 
Light over darkness. 

There’s nothing we cannot do if we do it together.",Sun May 02 20:42:27 +0000 2021,99851,10023
298,1388581577714720772,Democracy can deliver for the American people. https://t.co/UZ4BDIVoPf,Sat May 01 19:50:21 +0000 2021,17792,2216
299,1388557988932333574,"RT @TheDemocrats: Elections make a difference. Thank you, Georgia. https://t.co/hKn1vIIr7Y",Sat May 01 18:16:37 +0000 2021,0,1324
300,1388540850167287811,"RT @POTUS: This May, during Asian American and Native Hawaiian/Pacific Islander Heritage Month, we recognize the history and achievements o…",Sat May 01 17:08:31 +0000 2021,0,4383
301,1388533738934579201,We’ve never been more optimistic about the future of America. https://t.co/EBHlCb2P84,Sat May 01 16:40:15 +0000 2021,77817,4585
302,1388262351967825928,"Thank you, Georgia, for everything. https://t.co/1Ci4pFJ4os",Fri Apr 30 22:41:52 +0000 2021,70423,4362
303,1388204128074076161,RT @POTUS: Join me at Philadelphia’s 30th Street Station as we celebrate Amtrak’s 50th Anniversary. https://t.co/HuPetlGvaU,Fri Apr 30 18:50:30 +0000 2021,0,1510
304,1387861106966806536,"In Georgia with @DrBiden to celebrate the successes of the first 100 days of the Biden-Harris administration. Jobs are coming back, folks are getting vaccinated, and better days are ahead. Tune in. 
https://t.co/v1B30kekja",Thu Apr 29 20:07:27 +0000 2021,8107,1097
305,1387800729281236997,100 days in—and America is getting back on track.,Thu Apr 29 16:07:32 +0000 2021,138618,9617
306,1387591082918260740,"RT @POTUS: If we are to truly restore the soul of America, then we need to protect the sacred right to vote.

Congress should pass H.R. 1 a…",Thu Apr 29 02:14:29 +0000 2021,0,6103
307,1387585909378461702,"RT @POTUS: Trickle-down economics has never worked.

It’s time to grow the economy from the bottom up and middle out.",Thu Apr 29 01:53:55 +0000 2021,0,29709
308,1387577532510310401,"RT @POTUS: 100 days ago, America’s house was on fire. We had to act, so we:

- Passed the American Rescue Plan
- Administered over 200 mill…",Thu Apr 29 01:20:38 +0000 2021,0,3444
309,1387572764740145157,"Together, we’re getting back on track. Tune in now for our administration’s first joint address to Congress. https://t.co/WWjl35N2Em",Thu Apr 29 01:01:41 +0000 2021,8392,1046
310,1387476414098780165,"RT @POTUS: To make tonight’s joint address accessible for all Americans, every White House livestream will have American Sign Language (ASL…",Wed Apr 28 18:38:49 +0000 2021,0,2807
311,1387421807158890507,"Before tonight’s joint address to Congress, join @DrBiden and Mayor @KeishaBottoms for a call to thank our grassroots supporters. Sign up here to join them: https://t.co/tF9AJStpL6",Wed Apr 28 15:01:50 +0000 2021,5676,740
312,1387154433985888260,"With the first 100 days of our administration under our belt, America is getting back on track—all thanks to the support of grassroots volunteers. Help us keep the momentum going by joining our Week of Action: https://t.co/alyMSnBATt",Tue Apr 27 21:19:23 +0000 2021,16599,1693
313,1387127637164822529,"RT @POTUS: I believe no one should work full time and still live in poverty. That’s why today, I raised the minimum wage to $15 an hour for…",Tue Apr 27 19:32:54 +0000 2021,0,23269
314,1386805471084941312,"The American Jobs Plan will strengthen unions, help protect workers, and rebuild our economy. https://t.co/sHNa1eRfiB",Mon Apr 26 22:12:44 +0000 2021,22054,2495
315,1386757820834586626,"RT @POTUS: Today, we’re launching a new program funded by the American Rescue Plan to provide nutrition assistance to more than 30 million…",Mon Apr 26 19:03:23 +0000 2021,0,5971
316,1386426190861197313,"Get vaccinated, America.",Sun Apr 25 21:05:37 +0000 2021,212824,20081
317,1386405977348472834,"RT @POTUS: Just as India sent assistance to the United States as our hospitals were strained early in the pandemic, we are determined to he…",Sun Apr 25 19:45:17 +0000 2021,0,15412
318,1386076233147076608,"RT @POTUS: Before I took office, I promised help was on the way. Just three months in, I’m proud to say help is here. We’ve delivered over…",Sat Apr 24 21:55:00 +0000 2021,0,11166
319,1385996697180979201,Let’s close the digital divide once and for all. Our American Jobs Plan will make sure every American has access to high-speed internet. https://t.co/Ru1NSfN7C0,Sat Apr 24 16:38:57 +0000 2021,24311,2704
320,1385624057916362752,Heading back to Georgia with @DrBiden next Thursday to mark 100 days of our administration and thank folks for helping us build back better as a nation. See you soon!,Fri Apr 23 15:58:13 +0000 2021,51482,3880
321,1385281605757964288,"RT @WhiteHouse: Before taking office, President Biden set a bold goal of 100 million shots in his first 100 days.
 
After reaching the goal…",Thu Apr 22 17:17:26 +0000 2021,0,2450
322,1385281546932916224,RT @POTUS: America is back. We rejoined the Paris Agreement and are ready to rally the world to tackle the climate crisis. Let’s do this.,Thu Apr 22 17:17:12 +0000 2021,0,17831
323,1384907441264025604,"RT @POTUS: The guilty verdict does not bring back George Floyd. But through the family’s pain, they are finding purpose so George’s legacy…",Wed Apr 21 16:30:38 +0000 2021,0,3774
324,1384648033024020485,"RT @POTUS: Today, a jury in Minnesota found former Minneapolis Police Officer Derek Chauvin guilty of murdering George Floyd.
 
The verdict…",Tue Apr 20 23:19:51 +0000 2021,0,8291
325,1384645067672104961,RT @WhiteHouse: Live: President Biden and Vice President Harris address the nation on the verdict in the trial of Derek Chauvin. https://t.…,Tue Apr 20 23:08:04 +0000 2021,0,1989
326,1384560761746477062,"If we act now on the American Jobs Plan, in 50 years, people will look back and say this was the moment that America won the future. https://t.co/ZOJGr9E2i3",Tue Apr 20 17:33:04 +0000 2021,19615,2599
327,1384243762289811457,"Today, every adult is eligible to get a COVID-19 vaccine. Better days are ahead.",Mon Apr 19 20:33:25 +0000 2021,188642,16998
328,1383781759557410822,"RT @POTUS: Imagine a future where we lead the world and tackle the threat of climate change with American jobs and ingenuity.

We can make…",Sun Apr 18 13:57:35 +0000 2021,0,5088
329,1383171354778873859,RT @POTUS: Vice President Harris and I have been briefed on the mass shooting at a FedEx facility in Indianapolis. God bless the eight indi…,Fri Apr 16 21:32:03 +0000 2021,0,6423
330,1383116985630875652,RT @POTUS: I’m looking forward to welcoming my friend Prime Minister Suga to the White House this afternoon for the first foreign leader vi…,Fri Apr 16 17:56:01 +0000 2021,0,3901
331,1382407002794700801,"RT @POTUS: It is time to end America’s longest war. 

It is time for American troops to come home from Afghanistan.",Wed Apr 14 18:54:48 +0000 2021,0,12505
332,1382381317279604736,RT @WHCOVIDResponse: We continue to make progress in our work to vaccinate as many adults in this country as we can. Our current 7-day dail…,Wed Apr 14 17:12:44 +0000 2021,0,811
333,1382129231291936770,"RT @POTUS: Today, the FDA and CDC recommended a pause in the use of the Johnson &amp; Johnson vaccine. Here’s what you need to know: https://t.…",Wed Apr 14 00:31:02 +0000 2021,0,3355
334,1382076868363444225,"RT @POTUS: “When the will defies fear, when duty throws the gauntlet down to fate, when honor scorns to compromise with death — that is her…",Tue Apr 13 21:02:57 +0000 2021,0,3075
335,1382061069024305152,"RT @POTUS: Race should never determine health outcomes — and pregnancy and childbirth should be safe for all. But for too many Black women,…",Tue Apr 13 20:00:10 +0000 2021,0,2791
336,1381758062860587009,"RT @POTUS: Today I’m thinking about Daunte Wright and his family — and the pain, anger, and trauma that Black America experiences every day…",Mon Apr 12 23:56:08 +0000 2021,0,13610
337,1381027031014633474,RT @POTUS: Gun violence in this country is an epidemic — and it’s long past time Congress take action.,Sat Apr 10 23:31:17 +0000 2021,0,15426
338,1380585611841667072,RT @WHCOVIDResponse: More than 112 million Americans have received at least one dose and more than 66 million adult Americans are now fully…,Fri Apr 09 18:17:14 +0000 2021,0,1461
339,1380277797902487555,"RT @POTUS: My Administration is taking initial steps to reduce gun violence, including:

- Stopping the proliferation of ghost guns
- Regul…",Thu Apr 08 21:54:05 +0000 2021,0,5639
340,1380188766954983426,"RT @POTUS: Today, I’m joining Vice President Harris and Attorney General Garland to announce new actions to reduce gun violence. Tune in. h…",Thu Apr 08 16:00:19 +0000 2021,0,3724
341,1379904346666770433,RT @WhiteHouse: Clean drinking water is infrastructure. The American Jobs Plan will improve our water infrastructure by replacing 100% of t…,Wed Apr 07 21:10:08 +0000 2021,0,4416
342,1379543174310428676,"RT @POTUS: I’m proud to share that yesterday, we crossed 150 million shots in just 75 days of my Administration — on our way to hitting our…",Tue Apr 06 21:14:58 +0000 2021,0,10360
343,1379527249314086920,RT @POTUS: My Administration is working to get America vaccinated as quickly as possible. Tune in as I provide an update on our progress an…,Tue Apr 06 20:11:41 +0000 2021,0,1436
344,1379175862445223936,RT @POTUS: Here’s the deal: Wall Street didn’t build this country — the great American middle class did. It’s time we rebuild the middle cl…,Mon Apr 05 20:55:24 +0000 2021,0,14408
345,1378718350617022471,"RT @POTUS: From our family to yours, we wish you health, hope, joy, and peace. Happy Easter, everyone! https://t.co/3NHPrbFCVt",Sun Apr 04 14:37:24 +0000 2021,0,11156
346,1378358923237994496,"RT @POTUS: This week, I announced the American Jobs Plan, which will invest in our infrastructure and strengthen America’s competitiveness…",Sat Apr 03 14:49:10 +0000 2021,0,3946
347,1377727948543963145,RT @POTUS: The American Jobs Plan will ensure every American can turn on the faucet or fountain and drink clean water. https://t.co/V1WT3Tk…,Thu Apr 01 21:01:54 +0000 2021,0,3108
348,1377434193827860480,The American Jobs Plan is the largest American jobs investment since World War II.,Thu Apr 01 01:34:37 +0000 2021,103747,9604
349,1377414548097880068,"Under the American Jobs Plan, 100% of our nation’s lead pipes and service lines will be replaced—so every child in America can turn on the faucet or fountain and drink clean water. 

We cannot delay another minute.",Thu Apr 01 00:16:34 +0000 2021,53541,6848
350,1377385089340829700,"Wall Street didn’t build this country—the great American middle class did. This time, when we rebuild the middle class under the American Jobs Plan, we’re bringing everyone along.",Wed Mar 31 22:19:30 +0000 2021,105896,11078
351,1377367815120957445,"Delivering for the American people is what the American Rescue Plan was about. It’s what the American Jobs Plan is about.

We can do this.
We have to do this.
We will do this.",Wed Mar 31 21:10:52 +0000 2021,18779,2159
352,1377363181387980800,"The American Jobs Plan is a once-in-a-generation investment in America. It will:
✅Modernize 20,000 miles of highways, roads, and main streets
✅Repair 10,000 bridges desperately in need of upgrades 
✅Replace 100% of our nation’s lead pipes and service lines",Wed Mar 31 20:52:27 +0000 2021,25022,3976
353,1377361641491300354,"Millions of Americans lost their jobs last year.

Here’s the truth: We all do better when we all do well. It’s time to build our economy from the bottom up—and the middle out—not the top down.",Wed Mar 31 20:46:20 +0000 2021,45478,5284
354,1376934713617756163,RT @POTUS: We can’t be silent in the face of rising violence against Asian Americans. That’s why today I’m taking additional steps to respo…,Tue Mar 30 16:29:52 +0000 2021,0,10597
355,1376636582866923526,"RT @POTUS: I’m proud to announce that three weeks from today, 90% of adults will be eligible to get vaccinated — and 90% of Americans will…",Mon Mar 29 20:45:12 +0000 2021,0,20121
356,1376602924097343494,RT @POTUS: Vice President Harris and I just wrapped up a COVID-19 briefing. Tune in as I give an update on our response to the virus and th…,Mon Mar 29 18:31:27 +0000 2021,0,1661
